		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000111011  223  245  233  232  237  230  243  244  4.106923 0.847350 SUCCESS  27
000111101  224  228  248  254  247  249  245  259  4.370655 0.822230 SUCCESS  28
000111111  248  227  226  218  250  254  255  231  7.379751 0.496268 SUCCESS  29
001000011  238  252  261  255  219  240  221  242  7.160503 0.519419 SUCCESS  30
001000101  243  235  236  275  267  251  222  219 11.842024 0.158393 SUCCESS  31
001000111  239  222  248  204  236  236  232  248 10.315764 0.243559 SUCCESS  32
001001011  250  256  252  235  253  227  239  222  5.120546 0.744618 SUCCESS  33
001001101  263  277  262  261  221  247  260  232 12.639577 0.124867 SUCCESS  34
001001111  257  250  244  245  230  238  224  255  4.073029 0.850475 SUCCESS  35
001010011  246  252  237  266  243  233  237  259  4.202248 0.838430 SUCCESS  36
001010101  240  245  244  268  256  242  237  244  3.322079 0.912551 SUCCESS  37
001010111  250  225  192  241  259  252  228  250 15.696335 0.046939 SUCCESS  38
001011011  256  236  233  242  244  230  236  249  2.646330 0.954558 SUCCESS  39
001011101  232  252  242  242  255  235  249  222  3.952284 0.861403 SUCCESS  40
001011111  237  259  245  218  238  232  262  211 10.831578 0.211426 SUCCESS  41
001100101  263  256  256  230  245  224  231  266  8.025843 0.430950 SUCCESS  42
001100111  229  255  250  238  262  246  230  278  8.850935 0.355027 SUCCESS  43
001101011  262  276  254  239  247  267  256  237  9.247063 0.321885 SUCCESS  44
001101101  222  253  231  244  216  224  250  245  8.354185 0.399659 SUCCESS  45
001101111  251  269  229  239  248  252  223  251  6.319524 0.611488 SUCCESS  46
001110101  232  263  275  221  265  232  247  242 10.959738 0.203991 SUCCESS  47
001110111  234  248  220  278  242  233  235  251  8.921899 0.348927 SUCCESS  48
001111011  253  262  259  252  253  284  237  239 10.283989 0.245657 SUCCESS  49
001111101  227  251  261  243  258  233  228  263  6.605499 0.579731 SUCCESS  50
001111111  265  234  239  232  252  241  247  241  3.395162 0.907172 SUCCESS  51
010000011  238  237  262  252  249  234  240  264  4.271094 0.831874 SUCCESS  52
010000111  236  250  252  260  218  238  237  256  5.619414 0.689777 SUCCESS  53
010001011  247  214  246  248  266  241  248  250  6.236909 0.620713 SUCCESS  54
010001111  233  225  249  242  273  238  257  248  6.651043 0.574707 SUCCESS  55
010010011  265  261  261  250  217  254  262  238  9.448305 0.305899 SUCCESS  56
010010111  242  262  258  219  236  222  273  235 11.101666 0.196005 SUCCESS  57
010011011  239  277  246  232  235  237  260  249  7.064119 0.529731 SUCCESS  58
010011111  266  237  259  237  242  229  250  235  4.882233 0.770086 SUCCESS  59
010100011  253  234  254  252  239  253  247  250  2.070143 0.978786 SUCCESS  60
010100111  241  258  211  262  245  241  240  238  7.135083 0.522131 SUCCESS  61
010101011  214  239  246  269  261  234  230  242  9.097721 0.334120 SUCCESS  62
010101111  225  221  210  228  287  241  206  240 23.910181 0.002373 FAILURE  63
010110011  245  243  219  249  237  241  224  214  8.600971 0.377067 SUCCESS  64
010110111  268  223  232  241  244  285  268  269 17.084904 0.029237 SUCCESS  65
010111011  244  247  225  231  249  228  240  229  4.558128 0.803590 SUCCESS  66
010111111  216  256  243  241  276  237  243  244  8.520474 0.384346 SUCCESS  67
011000111  260  225  261  234  248  236  254  260  6.082270 0.638017 SUCCESS  68
011001111  221  259  249  244  265  273  210  285 20.694548 0.008005 FAILURE  69
011010111  239  276  242  216  260  264  253  235 11.213938 0.189869 SUCCESS  70
011011111  270  242  236  254  226  269  249  250  7.808714 0.452375 SUCCESS  71
011101111  236  239  241  267  257  240  236  247  3.738332 0.879927 SUCCESS  72
011111111  257  225  220  210  240  231  251  237 10.868649 0.209253 SUCCESS  73
100000000  252  243  233  226  243  232  241  237  3.068938 0.929957 SUCCESS  74
100010000  260  254  237  274  242  240  226  250  7.106486 0.525189 SUCCESS  75
100100000  248  258  248  234  243  243  242  258  2.222663 0.973413 SUCCESS  76
100101000  273  227  273  248  236  262  247  240 10.111344 0.257298 SUCCESS  77
100110000  234  216  251  272  262  241  252  222 11.009518 0.201160 SUCCESS  78
100111000  219  274  232  249  237  241  255  235  8.289576 0.405707 SUCCESS  79
101000000  271  232  235  225  229  212  250  250 11.219234 0.189584 SUCCESS  80
101000100  233  249  247  271  240  258  247  239  4.754074 0.783509 SUCCESS  81
101001000  232  240  262  257  256  251  206  239  9.817955 0.278036 SUCCESS  82
101001100  233  240  258  240  253  223  239  238  3.978763 0.859034 SUCCESS  83
101010000  255  254  234  232  244  244  267  260  5.256120 0.729884 SUCCESS  84
101010100  278  258  261  248  246  240  232  245  7.660430 0.467323 SUCCESS  85
101011000  260  241  226  230  254  266  239  259  6.835339 0.554498 SUCCESS  86
101011100  236  248  231  217  247  269  269  248  9.531980 0.299422 SUCCESS  87
101100000  233  225  247  225  235  249  217  275 11.267955 0.186974 SUCCESS  88
101100100  228  235  234  252  244  260  244  229  4.188479 0.839730 SUCCESS  89
101101000  245  262  227  271  242  235  240  285 13.181871 0.105743 SUCCESS  90
101101100  222  241  242  281  249  230  225  251 10.591147 0.225958 SUCCESS  91
101110000  237  259  211  231  237  262  254  221 10.778620 0.214561 SUCCESS  92
101110100  241  252  225  236  268  234  254  212  9.768174 0.281676 SUCCESS  93
101111000  249  244  235  243  251  260  238  237  2.100859 0.977763 SUCCESS  94
101111100  255  236  226  244  242  246  203  245  9.375223 0.311638 SUCCESS  95
110000000  256  260  235  242  251  257  234  235  3.726681 0.880903 SUCCESS  96
110000010  242  214  251  233  250  243  244  246  4.755133 0.783398 SUCCESS  97
110000100  254  250  250  248  237  234  236  249  1.798996 0.986566 SUCCESS  98
110001000  257  243  249  260  260  255  214  261  8.496114 0.386566 SUCCESS  99
110001010  242  238  251  244  234  223  231  253  3.766930 0.877516 SUCCESS 100
110010000  258  258  244  250  235  259  257  237  3.985118 0.858464 SUCCESS 101
110010010  259  233  221  254  255  266  229  262  8.991804 0.342988 SUCCESS 102
110010100  235  246  247  228  243  219  253  254  4.930955 0.764930 SUCCESS 103
110011000  231  245  255  247  254  249  258  246  2.613496 0.956228 SUCCESS 104
110011010  250  237  262  237  251  241  274  240  6.025075 0.644423 SUCCESS 105
110100000  259  222  235  258  240  233  253  241  5.151262 0.741293 SUCCESS 106
110100010  228  250  234  268  257  240  250  254  5.430882 0.710685 SUCCESS 107
110100100  266  239  269  230  222  253  205  238 14.657292 0.066162 SUCCESS 108
110101000  249  227  225  241  215  223  255  258  9.735340 0.284095 SUCCESS 109
110101010  252  252  263  249  251  232  225  243  4.513643 0.808067 SUCCESS 110
110101100  254  267  240  217  246  244  245  247  5.872555 0.661505 SUCCESS 111
110110000  240  229  256  242  258  239  242  258  3.419523 0.905345 SUCCESS 112
110110010  233  256  231  245  238  244  249  215  5.708384 0.679859 SUCCESS 113
110110100  268  259  256  241  242  214  258  245  8.674054 0.370534 SUCCESS 114
110111000  255  253  222  245  247  262  242  226  5.711562 0.679505 SUCCESS 115
110111010  228  236  236  239  246  234  234  226  4.047609 0.852803 SUCCESS 116
110111100  236  263  213  269  264  236  238  253 10.960797 0.203930 SUCCESS 117
111000000  250  252  234  244  254  249  231  221  4.352650 0.823988 SUCCESS 118
111000010  244  252  240  257  232  263  264  240  4.915068 0.766614 SUCCESS 119
111000100  265  236  272  247  248  269  211  239 12.898014 0.115407 SUCCESS 120
111000110  268  229  244  231  266  254  268  243  8.974857 0.344421 SUCCESS 121
111001000  247  279  237  241  254  232  244  245  6.483695 0.593217 SUCCESS 122
111001010  239  216  204  247  235  246  263  255 12.696773 0.122717 SUCCESS 123
111001100  233  239  266  247  244  256  237  264  5.184096 0.737731 SUCCESS 124
111010000  241  215  247  220  233  238  257  243  7.526975 0.480983 SUCCESS 125
111010010  261  245  254  228  225  234  228  219  8.484463 0.387631 SUCCESS 126
111010100  213  260  237  249  221  227  250  228 10.243740 0.248334 SUCCESS 127
111010110  241  230  237  226  244  259  238  262  4.943665 0.763580 SUCCESS 128
111011000  246  225  258  228  252  240  258  246  4.647098 0.794542 SUCCESS 129
111011010  258  246  253  247  262  231  258  245  4.101627 0.847840 SUCCESS 130
111011100  240  250  241  244  241  250  225  235  2.349763 0.968369 SUCCESS 131
111100000  247  260  247  251  265  244  259  254  4.534826 0.805939 SUCCESS 132
111100010  248  245  252  233  231  239  224  231  4.140816 0.844200 SUCCESS 133
111100100  228  252  243  249  250  258  219  272  8.398670 0.395527 SUCCESS 134
111100110  230  226  270  250  265  243  260  256  8.736545 0.365006 SUCCESS 135
111101000  216  216  225  220  238  236  252  255 11.920403 0.154791 SUCCESS 136
111101010  226  252  229  222  222  253  230  248  8.014192 0.432085 SUCCESS 137
111101100  258  253  243  255  242  246  278  221  8.817041 0.357965 SUCCESS 138
111101110  244  265  259  218  251  252  231  229  7.837311 0.449521 SUCCESS 139
111110000  250  248  256  258  278  242  248  252  6.830043 0.555076 SUCCESS 140
111110010  232  248  247  247  258  239  234  264  3.791291 0.875446 SUCCESS 141
111110100  230  240  243  212  240  256  260  251  7.232526 0.511765 SUCCESS 142
111110110  272  221  250  270  260  228  245  222 12.786802 0.119399 SUCCESS 143
111111000  255  260  262  247  249  242  258  240  3.964994 0.860268 SUCCESS 144
111111010  232  222  219  214  247  250  237  254 10.025552 0.263237 SUCCESS 145
111111100  250  250  264  260  257  248  254  254  4.625915 0.796708 SUCCESS 146
111111110  257  225  220  210  240  231  251  237 10.868649 0.209253 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  228  239  231  222  252  263  219  231  9.193046 0.326274 SUCCESS   0
000000011  258  207  234  220  251  262  246  225 12.673471 0.123589 SUCCESS   1
000000101  262  270  246  235  253  223  194  255 17.928002 0.021773 SUCCESS   2
000000111  283  214  252  225  251  254  235  257 13.728402 0.089125 SUCCESS   3
000001001  243  235  250  271  237  235  246  236  4.426791 0.816712 SUCCESS   4
000001011  276  255  262  220  242  247  217  239 11.907693 0.155370 SUCCESS   5
000001101  240  237  229  253  256  261  284  247 10.165362 0.253611 SUCCESS   6
000001111  262  213  232  221  228  241  230  247 10.369781 0.240025 SUCCESS   7
000010001  240  248  242  253  267  249  242  237  3.040341 0.931800 SUCCESS   8
000010011  230  255  237  246  253  242  245  246  1.947280 0.982586 SUCCESS   9
000010101  233  242  265  260  248  238  209  234  9.341329 0.314325 SUCCESS  10
000010111  251  272  244  240  241  241  227  251  5.089830 0.747933 SUCCESS  11
000011001  234  251  240  238  249  262  250  229  3.435410 0.904144 SUCCESS  12
000011011  217  232  245  235  232  273  276  240 12.627927 0.125309 SUCCESS  13
000011101  247  251  253  245  236  232  215  235  5.421350 0.711737 SUCCESS  14
000011111  272  231  250  238  231  247  237  245  5.310137 0.723972 SUCCESS  15
000100011  233  258  239  255  275  258  229  224  9.491731 0.302525 SUCCESS  16
000100101  224  255  235  235  241  235  210  243  8.255682 0.408901 SUCCESS  17
000100111  242  239  248  253  253  253  248  237  1.473832 0.993134 SUCCESS  18
000101001  239  240  271  242  217  223  246  265 10.131468 0.255920 SUCCESS  19
000101011  267  230  247  241  250  245  198  227 13.544107 0.094450 SUCCESS  20
000101101  282  229  273  220  241  255  247  240 13.694508 0.090084 SUCCESS  21
000101111  253  261  241  254  227  232  245  231  4.593081 0.800050 SUCCESS  22
000110011  239  262  261  257  237  271  246  234  7.098012 0.526096 SUCCESS  23
000110101  217  268  223  246  279  237  261  252 14.274932 0.074875 SUCCESS  24
000110111  247  222  250  250  250  272  252  243  6.107690 0.635170 SUCCESS  25
000111001  233  275  269  226  253  235  246  239  9.388992 0.310551 SUCCESS  26
000111011  254  259  241  255  253  228  241  226  4.761488 0.782738 SUCCESS  27
000111101  257  228  237  240  258  239  245  247  3.056228 0.930779 SUCCESS  28
000111111  242  220  247  231  230  250  235  244  4.594140 0.799942 SUCCESS  29
001000011  235  275  264  235  247  234  247  204 13.743230 0.088708 SUCCESS  30
001000101  256  232  214  267  243  236  248  212 12.003018 0.151069 SUCCESS  31
001000111  231  259  263  258  242  259  217  234  8.500350 0.386180 SUCCESS  32
001001011  242  263  235  256  225  248  212  251  8.664521 0.371382 SUCCESS  33
001001101  252  254  237  225  275  228  255  237  8.296990 0.405010 SUCCESS  34
001001111  254  241  266  228  242  247  266  248  5.728508 0.677613 SUCCESS  35
001010011  239  236  236  233  226  216  258  261  7.960175 0.437370 SUCCESS  36
001010101  235  249  273  230  218  254  235  274 12.269928 0.139561 SUCCESS  37
001010111  244  237  240  235  259  234  227  247  3.289245 0.914917 SUCCESS  38
001011011  283  235  268  219  226  253  243  236 13.855502 0.085610 SUCCESS  39
001011101  251  276  236  226  248  235  266  245  8.623214 0.375071 SUCCESS  40
001011111  253  260  255  255  233  245  220  249  5.497610 0.703305 SUCCESS  41
001100101  239  231  237  212  245  234  236  252  6.408494 0.601574 SUCCESS  42
001100111  248  244  250  249  257  236  232  248  1.979055 0.981647 SUCCESS  43
001101011  232  254  245  211  292  233  249  238 16.182493 0.039841 SUCCESS  44
001101101  238  231  210  224  237  266  264  248 11.517919 0.174044 SUCCESS  45
001101111  254  241  242  258  244  260  256  242  2.973613 0.936003 SUCCESS  46
001110101  229  236  267  296  255  251  225  221 19.383298 0.012939 SUCCESS  47
001110111  249  273  248  264  240  233  236  222  8.320292 0.402825 SUCCESS  48
001111011  268  233  253  255  255  247  260  270  8.214375 0.412815 SUCCESS  49
001111101  255  225  258  245  247  227  230  255  5.493373 0.703774 SUCCESS  50
001111111  233  242  239  238  218  261  253  246  5.260356 0.729421 SUCCESS  51
010000011  241  278  219  263  242  258  270  243 12.763500 0.120250 SUCCESS  52
010000111  253  251  263  227  233  219  228  206 13.744289 0.088679 SUCCESS  53
010001011  234  244  248  224  230  219  267  211 12.599329 0.126399 SUCCESS  54
010001111  253  243  249  227  240  240  222  238  4.059260 0.851738 SUCCESS  55
010010011  237  267  281  253  256  251  294  258 20.678660 0.008052 FAILURE  56
010010111  234  264  238  253  236  250  245  264  4.703234 0.788773 SUCCESS  57
010011011  254  251  236  225  257  241  248  242  3.269121 0.916351 SUCCESS  58
010011111  236  243  260  242  244  251  249  258  2.488514 0.962264 SUCCESS  59
010100011  232  243  244  267  252  219  239  247  5.928691 0.655219 SUCCESS  60
010100111  237  238  230  244  221  212  262  256  9.808422 0.278731 SUCCESS  61
010101011  240  238  259  240  244  267  243  275  7.501555 0.483607 SUCCESS  62
010101111  259  225  230  238  265  261  231  240  7.345857 0.499818 SUCCESS  63
010110011  244  215  230  264  237  251  212  226 12.292170 0.138636 SUCCESS  64
010110111  237  242  255  232  233  271  230  265  7.633951 0.470018 SUCCESS  65
010111011  237  244  230  238  244  230  251  228  3.366564 0.909295 SUCCESS  66
010111111  268  248  255  237  249  223  230  237  6.246441 0.619648 SUCCESS  67
011000111  224  242  211  233  274  246  269  267 15.542756 0.049412 SUCCESS  68
011001111  240  216  255  264  232  226  232  242  8.254623 0.409001 SUCCESS  69
011010111  230  244  233  244  278  235  244  239  6.695528 0.569810 SUCCESS  70
011011111  229  209  255  234  245  263  246  270 11.495676 0.175163 SUCCESS  71
011101111  241  263  239  254  233  227  243  214  7.692205 0.464099 SUCCESS  72
011111111  235  214  226  241  210  265  237  230 13.471024 0.096638 SUCCESS  73
100000000  228  239  231  222  252  263  219  231  9.193046 0.326274 SUCCESS  74
100010000  248  258  261  259  230  245  231  238  4.760429 0.782848 SUCCESS  75
100100000  267  251  241  264  254  268  245  254  7.376573 0.496601 SUCCESS  76
100101000  238  248  254  246  225  233  236  237  3.219340 0.919848 SUCCESS  77
100110000  212  245  269  242  224  235  223  255 11.476611 0.176128 SUCCESS  78
100111000  239  236  219  230  244  229  235  253  5.566456 0.695667 SUCCESS  79
101000000  260  234  237  220  266  244  235  230  7.408348 0.493282 SUCCESS  80
101000100  236  267  237  245  239  262  263  220  8.155062 0.418472 SUCCESS  81
101001000  239  256  260  260  252  238  242  230  4.130224 0.845187 SUCCESS  82
101001100  243  228  219  218  230  245  240  238  7.752578 0.458005 SUCCESS  83
101010000  221  247  244  219  233  259  273  235 10.322119 0.243141 SUCCESS  84
101010100  236  239  278  245  238  231  265  243  7.996186 0.433843 SUCCESS  85
101011000  225  243  260  274  260  243  238  261  8.842461 0.355760 SUCCESS  86
101011100  246  258  266  240  263  241  248  237  4.759370 0.782958 SUCCESS  87
101100000  248  223  239  258  263  223  212  249 10.754259 0.216016 SUCCESS  88
